# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YEL059W	V	42652	42960	+	309	6	0	71	93	133	9	19
YER105C	V	367838	372013	-	4176	574	829	6003	7221	9612	1020	2746
YEL053C	V	53901	56102	-	2202	96	162	950	1179	1723	212	429
YEL046C	V	67629	68792	-	1164	1913	1260	10258	14074	20442	2306	5920
YER137C	V	441373	441819	-	447	0	0	5	7	13	0	2
YER013W	V	178841	182278	+	3438	54	192	1103	1243	1809	146	390
YER147C-A	V	465203	465613	-	411	6	44	162	266	299	18	57
YEL036C	V	83050	84552	-	1503	436	507	4287	5461	8366	627	1890
YER094C	V	348729	349346	-	618	709	508	4170	4050	5626	482	1252
YER038C	V	226858	228252	-	1395	44	75	484	550	763	86	190
YEL034W	V	85676	86149	+	474	0	0	0	0	0	0	0
YER144C	V	457806	460223	-	2418	50	133	986	1167	1754	204	587
YER069W	V	295410	298001	+	2592	378	422	3079	1732	2300	247	608
YEL066W	V	26667	27206	+	540	82	97	887	846	1236	98	242
YER161C	V	499347	500348	-	1002	54	63	425	559	758	84	157
YER131W	V	423952	424311	+	360	380	902	5387	11472	16059	1449	3838
YER027C	V	208979	210232	-	1254	104	162	1139	1456	2104	164	462
tH(GUG)E2	V	434541	434612	-	72	0	0	14	41	52	4	11
YER088C-A	V	335696	336019	-	324	36	12	96	125	181	13	40
YER002W	V	156803	157498	+	696	86	83	515	754	913	63	210
YEL062W	V	34407	36254	+	1848	22	37	689	729	1017	97	246
YEL074W	V	6126	6464	+	339	2	0	10	4	22	3	3
YER142C	V	455146	456036	-	891	20	42	346	315	416	32	75
YER035W	V	222639	223076	+	438	52	92	1145	871	1213	76	251
YER145C	V	460526	461740	-	1215	1660	1049	8320	14218	21214	2194	6538
YER176W	V	541690	545055	+	3366	202	209	1927	2216	3348	307	864
YER071C	V	301947	302327	-	381	8	37	331	485	759	31	137
YER150W	V	468370	468816	+	447	36	295	1760	865	1389	79	262
YER177W	V	545611	546414	+	804	1615	1877	16476	21037	30391	2924	7541
YER123W	V	404813	406387	+	1575	64	132	1028	1219	1721	115	349
YEL018W	V	121471	122310	+	840	8	12	64	95	145	20	33
YER116C	V	395348	396172	-	825	33	31	332	498	783	40	142
YER043C	V	235770	237119	-	1350	3590	3151	25293	47688	69981	7080	19492
YEL004W	V	146951	147979	+	1029	43	22	345	483	617	80	201
YER141W	V	453459	454919	+	1461	206	366	2569	3576	4837	593	1546
YER170W	V	525974	526651	+	678	10	26	194	302	399	40	110
YER047C	V	243810	246503	-	2694	72	100	726	817	1091	85	241
YER132C	V	425188	430449	-	5262	122	432	3070	3673	5275	489	1455
YEL068C	V	25646	25978	-	333	14	17	247	358	480	35	93
YER080W	V	319963	321846	+	1884	94	171	959	1267	1814	134	385
YER052C	V	256375	257958	-	1584	532	1033	6408	7832	11364	982	2801
YER070W	V	298950	301616	+	2667	986	1419	11224	17446	24986	2640	6639
YEL007W	V	141892	143892	+	2001	40	238	1615	1763	2382	261	728
tE(UUC)E2	V	354934	355005	+	72	16	18	101	129	186	18	48
YER068C-A	V	295301	295732	-	432	0	0	0	0	2	0	0
YER115C	V	394292	394867	-	576	32	66	197	558	740	70	176
tS(AGA)E	V	86604	86685	+	82	0	0	13	13	15	6	5
YER076C	V	312590	313498	-	909	27	43	321	317	430	26	114
YEL021W	V	116167	116970	+	804	2	0	0	0	2	0	0
YEL026W	V	101943	102323	+	381	234	530	4281	5806	8170	904	2419
YER040W	V	229795	231987	+	2193	12	68	877	809	1101	80	207
YEL016C	V	124737	126218	-	1482	66	133	997	1005	1670	148	349
YER012W	V	177835	178431	+	597	54	322	2932	2774	3527	222	780
YER190W	V	571480	576525	+	5046	2	0	48	63	80	8	14
YER185W	V	559454	560365	+	912	8	76	431	223	283	23	95
YER189W	V	571155	571523	+	369	6	3	40	58	44	8	19
YEL060C	V	40046	41953	-	1908	2633	2349	21036	11682	17351	1100	2936
YEL052W	V	56571	58100	+	1530	282	218	1790	2169	3117	340	863
YER149C	V	466208	467470	-	1263	28	48	382	519	797	70	185
YER111C	V	382595	385876	-	3282	28	173	1054	1756	2365	141	404
YER081W	V	322686	324095	+	1410	908	2362	15884	11929	17726	218	687
YER010C	V	172634	173338	-	705	108	144	1069	1436	2055	194	518
YER018C	V	191959	192624	-	666	128	26	462	567	841	72	267
YEL076C	V	4464	5114	-	651	0	0	2	2	3	0	2
YEL018C-A	V	121455	121988	-	534	0	0	0	0	1	0	0
YER072W	V	302806	303195	+	390	500	592	4597	4544	6957	595	1975
YER093C	V	343320	347612	-	4293	90	184	1112	1434	2001	207	441
YER178W	V	546817	548079	+	1263	2266	2119	15287	19566	28346	3266	8752
YER030W	V	213437	213898	+	462	36	26	183	311	372	19	73
YER128W	V	415859	416470	+	612	2	34	96	209	270	28	40
YER003C	V;V	157736;159088	158994;159118	-;-	1290	434	862	6388	8447	12213	1295	2929
YER163C	V	503084	503782	-	699	62	197	1300	1486	2391	157	374
YEL005C	V	145907	146755	-	849	12	32	249	331	468	45	81
YER173W	V	536300	538279	+	1980	16	32	319	444	538	62	101
YEL065W	V	27657	29543	+	1887	162	247	2132	1942	3076	248	687
YEL055C	V	48471	51539	-	3069	439	576	3764	5341	7544	914	2132
YER029C	V	212587	213177	-	591	22	54	303	405	571	31	121
YER089C	V	335946	337340	-	1395	975	399	3069	3092	4620	427	1456
YER179W	V;V	548421;548645	548552;549517	+;+	1005	46	8	332	190	284	24	21
YEL011W	V	133120	135234	+	2115	110	212	1349	1920	2711	213	551
YER166W	V	512744	517459	+	4716	400	510	4189	5430	8262	813	2248
YER061C	V	278298	279626	-	1329	34	136	679	438	645	66	188
YER082C	V	324272	325936	-	1665	110	226	1686	2106	3041	307	663
YER118C	V	397952	399055	-	1104	42	84	498	777	1235	96	269
YER152C	V	472657	473988	-	1332	201	91	865	1156	1568	234	620
YER107C	V	373448	374545	-	1098	25	66	700	913	1407	131	374
YER020W	V	195168	196517	+	1350	64	103	839	805	1162	91	216
YER125W	V	410189	412618	+	2430	661	1045	7897	9438	13972	1439	3901
YER122C	V	402871	404352	-	1482	176	494	2739	3641	4833	351	976
YER038W-A	V	228451	228831	+	381	0	0	0	0	0	0	0
YER057C	V	270737	271126	-	390	66	153	1545	1398	2159	258	584
YEL033W	V	86179	86598	+	420	5	30	273	408	478	52	113
YER006W	V	162723	164285	+	1563	508	433	3096	3894	5206	510	1278
YER007W	V	164527	166083	+	1557	4	16	214	365	430	73	120
YER078W-A	V	318646	318810	+	165	0	0	12	16	18	2	4
tA(UGC)E	V	312023	312095	-	73	0	2	23	21	49	5	14
YEL002C	V	148722	150014	-	1293	504	856	5780	6422	9181	1170	2927
YEL064C	V	29797	31239	-	1443	16	50	433	686	941	110	285
YER103W	V	364589	366517	+	1929	2668	939	7126	8767	12240	479	1498
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	118	148	1166	1546	2174	234	583
snR80	V	52150	52320	-	171	8	312	230	1753	1960	65	743
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	0	18	172	274	437	17	133
YER120W	V	401135	401869	+	735	752	373	3537	5172	7040	771	2229
YER033C	V	218057	221287	-	3231	83	93	861	656	872	81	197
YER054C	V	262052	263698	-	1647	10	22	210	241	338	35	68
tV(AAC)E2	V	469457	469530	+	74	0	4	32	111	138	23	47
YER164W	V	505392	509798	+	4407	276	304	1891	2460	3360	373	1129
YER139C	V	450563	451243	-	681	14	25	258	347	569	36	103
snR52	V	431129	431220	-	92	81	61	536	603	868	85	247
YEL042W	V	73771	75327	+	1557	565	730	5423	8103	11484	1226	3358
YER190C-A	V	574804	575379	-	576	0	0	0	0	0	0	0
tS(UGA)E	V	288443	288524	-	82	0	14	31	41	46	6	18
YER008C	V	167808	171818	-	4011	180	346	2280	2764	4036	308	958
YER114C	V	390590	393712	-	3123	116	277	2058	2754	3694	317	970
YER034W	V	221846	222403	+	558	46	53	403	302	441	38	72
YEL008W	V	140512	140892	+	381	8	0	37	39	54	2	7
YER014W	V	182600	184219	+	1620	38	34	271	351	527	15	98
YER143W	V	456319	457605	+	1287	98	202	1182	1269	1750	126	294
YER053C-A	V	260933	261046	-	114	2	5	170	207	251	36	77
YER028C	V	210692	211876	-	1185	6	24	146	206	321	44	94
YER048C	V	246982	248157	-	1176	238	231	1517	1724	2380	207	517
YER044C	V	237570	238016	-	447	18	126	1183	2433	3439	400	1051
YEL039C	V	79636	79977	-	342	2	40	60	20	49	4	6
YER053C	V	258737	259639	-	903	86	113	793	844	1170	87	288
tQ(UUG)E1	V	250286	250357	+	72	0	0	2	4	4	0	1
YEL034C-A	V	85613	86215	-	603	0	13	64	70	93	8	24
YER155C	V	476345	482848	-	6504	338	1272	8875	12453	16830	1541	4213
snR4	V	424698	424883	+	186	2392	4462	27736	31130	44304	8006	18018
YER050C	V	253971	254387	-	417	2	82	445	782	1048	87	189
YER031C	V	214076	214747	-	672	183	290	2249	2699	3922	253	787
YER037W	V	225889	226854	+	966	124	174	996	550	866	57	171
YEL049W	V	63728	64090	+	363	6	16	90	72	123	11	42
tQ(UUG)E2	V	131082	131153	-	72	0	0	4	2	7	0	0
YEL006W	V	144327	145334	+	1008	19	121	1019	1308	2008	259	599
YER100W	V	359562	360314	+	753	96	265	1248	1359	1930	104	321
YER181C	V	551473	551796	-	324	0	0	11	12	19	0	5
YER015W	V	184541	186775	+	2235	47	54	549	521	684	84	158
YER129W	V	417281	420709	+	3429	123	295	2082	2574	3415	346	852
YER172C-A	V	536275	536655	-	381	0	0	0	0	0	0	0
tR(UCU)E	V	138666	138737	+	72	0	0	4	4	6	0	7
YEL072W	V	13720	14415	+	696	2	24	144	203	283	15	53
YEL075C	V	5345	5713	-	369	0	0	1	1	3	0	0
YER048W-A	V	250718	251002	+	285	45	103	1099	1167	1630	121	418
YER051W	V	254656	256134	+	1479	30	26	331	447	578	63	133
YER171W	V	527082	529418	+	2337	118	260	1271	1594	2208	236	544
YER078C	V	316807	318342	-	1536	24	60	664	751	1133	88	299
YER169W	V	523369	525759	+	2391	149	279	1983	2004	2765	271	646
YEL003W	V;V	148176;148283	148194;148599	+;+	336	38	109	388	669	860	45	160
YEL077W-A	V	630	1112	+	483	0	0	0	0	0	0	0
YEL017C-A	V	122798	122929	-	132	12	384	2386	3022	4880	500	1039
YER133W	V;V	432495;433197	432671;433958	+;+	939	102	526	2680	3442	4391	325	1043
YER152W-A	V	473485	474051	+	567	0	0	0	0	0	0	0
YER060W	V	274567	276153	+	1587	66	135	894	1340	2046	237	580
YER186C	V	561705	562625	-	921	49	98	404	548	760	70	250
YER188W	V	568040	568759	+	720	4	5	93	103	147	4	18
YEL045C	V	68840	69265	-	426	4	6	285	305	445	40	87
YER022W	V	198812	200875	+	2064	26	90	268	669	915	68	208
YER148W-A	V	466185	466763	+	579	0	0	0	0	0	0	0
YER157W	V	484788	487193	+	2406	66	128	1221	1294	1795	173	427
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0	0	4	3	18	3	3
YEL038W	V	80462	81145	+	684	430	142	1667	1462	2029	184	502
YER066W	V	290242	290799	+	558	13	18	113	239	280	36	85
YER098W	V	355466	357730	+	2265	6	58	289	477	597	57	116
YEL035C	V	85045	85545	-	501	6	5	33	83	136	14	43
RPR1	V	117667	118035	-	369	31812	12738	94686	83789	127232	11766	33985
YER063W	V	281710	282366	+	657	70	61	596	676	919	86	230
YER127W	V	414481	415554	+	1074	106	112	993	1449	1989	135	427
YER154W	V	475020	476228	+	1209	80	226	2150	2515	3219	383	965
YER032W	V	215063	217693	+	2631	24	94	906	1133	1553	96	288
YER180C-A	V	550865	551122	-	258	6	0	108	101	163	9	24
YEL071W	V	16355	17845	+	1491	2920	3063	24054	9118	13132	1063	2561
tK(CUU)E2	V	435752	435824	-	73	0	0	0	4	3	1	1
YEL057C	V	45020	45721	-	702	2	18	64	167	269	19	22
YEL069C	V	21537	23231	-	1695	12	24	305	282	409	34	102
YEL043W	V	70478	73348	+	2871	122	174	1785	2300	3286	343	859
YER096W	V	351698	353236	+	1539	26	6	132	197	318	9	61
YER017C	V	189503	191788	-	2286	414	524	3805	3384	4822	443	1107
YEL019C	V	120498	121301	-	804	6	0	188	247	297	35	77
YER009W	V	172115	172492	+	378	376	985	6294	8143	11626	1296	3642
YER104W	V	366802	367428	+	627	28	18	201	252	363	36	107
YER067W	V	292066	292551	+	486	0	0	0	0	0	0	0
SCR1	V	441987	442508	+	522	1530946	271345	2856811	1622377	2497403	202083	642862
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	8	70	215	209	306	40	62
YER101C	V	360502	361794	-	1293	42	32	313	405	570	36	145
YER121W	V	402375	402719	+	345	0	0	41	62	85	6	27
YER019C-A	V	194273	194539	-	267	74	222	2241	2756	4386	290	934
tE(UUC)E1	V	177099	177170	+	72	5	0	21	19	37	1	11
YEL050C	V	59670	60851	-	1182	137	197	1396	1688	2704	232	565
YER062C	V	279930	280682	-	753	252	316	2565	1403	1932	153	399
YER006C-A	V	164344	164661	-	318	0	0	1	6	13	1	2
YER016W	V	188277	189311	+	1035	92	108	467	679	909	68	180
YEL025C	V	102581	106147	-	3567	144	266	1571	1805	2570	379	833
YER024W	V	202192	204963	+	2772	58	105	961	1041	1371	135	300
YER023W	V	201076	201936	+	861	676	499	4479	4408	6648	672	1977
YER079W	V	318920	319552	+	633	18	47	247	317	391	18	72
YER136W	V	439616	440971	+	1356	174	620	4104	4328	6021	720	1378
YER151C	V	469686	472424	-	2739	148	287	2219	2966	4097	289	892
YEL029C	V	96858	97796	-	939	72	104	765	850	1115	115	296
YER065C	V	285241	286914	-	1674	72	118	707	846	1225	123	339
YEL050W-A	V	59549	59740	+	192	0	1	26	44	86	9	21
YER085C	V	327619	328140	-	522	0	0	0	0	1	0	0
YER147C	V	462968	464842	-	1875	154	164	994	989	1504	124	337
YER064C	V	282705	284222	-	1518	132	347	2377	2422	3114	269	698
YER119C	V	399496	400842	-	1347	274	260	2579	2808	4123	359	1026
YEL020C-B	V	117183	117380	-	198	0	0	2	4	1	1	0
YER068W	V	293050	294813	+	1764	12	95	1012	1151	1741	144	333
YER158C	V	488857	490578	-	1722	34	150	919	1136	1609	150	397
YER138W-A	V	449474	449578	+	105	0	5	26	247	306	9	68
YER130C	V	421115	422446	-	1332	62	173	1229	1165	1658	102	295
YEL015W	V	126629	128284	+	1656	84	206	1088	1431	1887	150	435
tK(CUU)E1	V	135425	135497	-	73	9	35	240	379	565	83	201
YER153C	V	474041	474805	-	765	52	40	177	254	399	23	117
YER137W-A	V	441575	441880	+	306	0	0	2	4	20	0	3
YER113C	V	387932	390052	-	2121	78	192	1063	2197	2944	346	977
YEL030W	V	94644	96578	+	1935	36	48	411	346	527	65	95
YER083C	V	326174	327031	-	858	118	346	2013	2151	2997	294	784
YER167W	V	518216	520771	+	2556	48	161	1483	1684	2326	197	578
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0	0	0
YEL073C	V	7230	7553	-	324	4	0	62	35	54	0	11
tV(AAC)E1	V	438700	438773	+	74	0	2	0	0	8	0	0
YER005W	V	160550	162442	+	1893	158	332	2125	2621	3783	371	1201
YER102W	V	363100	363702	+	603	218	793	5744	9475	13847	1350	3621
YER046W	V	243180	243611	+	432	10	26	215	223	290	29	63
YER023C-A	V	201522	201734	-	213	0	0	0	0	0	0	0
YEL031W	V	90258	93905	+	3648	2158	2182	17156	29595	40700	4615	11953
YER075C	V	308413	311199	-	2787	68	145	1242	1910	2616	232	636
YER073W	V	304030	305592	+	1563	476	376	2822	7597	11109	877	2616
YEL027W	V	100769	101251	+	483	2746	2286	19829	27381	39532	4266	11113
YEL024W	V	107260	107907	+	648	264	475	3378	2650	3793	426	1114
YER049W	V	251728	253662	+	1935	591	762	5430	6145	8909	870	2330
YER175W-A	V	540650	540814	+	165	0	1	20	102	115	5	33
YEL037C	V	81407	82603	-	1197	854	367	3100	3574	4988	383	1117
YER134C	V	437267	437803	-	537	19	63	440	352	515	69	97
YER088C	V	333176	335188	-	2013	231	376	2421	3902	5159	414	1364
YER175C	V	539464	540363	-	900	36	77	651	524	706	69	184
tG(GCC)E	V	61890	61960	-	71	0	0	2	7	6	2	1
YER021W	V	196948	198519	+	1572	558	874	5308	5443	7505	705	1641
YER004W	V	159580	160275	+	696	350	467	4613	3688	5725	559	1314
YER087C-A	V	331817	332368	-	552	0	0	8	15	19	0	4
YEL017W	V	123657	124670	+	1014	206	193	1555	2282	3303	311	905
YER106W	V	372326	373234	+	909	2	2	45	36	40	2	2
YER066C-A	V	291703	292203	-	501	0	0	21	22	51	3	5
YER117W	V;V	396769;397282	396810;397653	+;+	414	2708	2052	13024	21047	32621	3621	9331
YER145C-A	V	462386	462823	-	438	4	6	63	82	107	7	27
YER076W-A	V	313390	313737	+	348	0	13	34	73	101	4	21
YER187W	V	566230	566655	+	426	16	6	63	38	59	2	10
snR14	V	167427	167586	-	160	988	405	3283	2803	4819	514	1315
YER046W-A	V	243700	244029	+	330	0	0	3	3	2	2	0
YER168C	V	521029	522669	-	1641	92	116	1252	1498	2076	238	467
YER124C	V	407342	409063	-	1722	246	554	3620	4244	5665	537	1305
SRG1	V	322212	322762	+	551	18	73	496	1114	1526	116	252
YER095W	V	349980	351182	+	1203	598	250	2087	2905	4345	355	1055
YEL028W	V	98668	99129	+	462	20	32	163	246	365	27	78
YER045C	V	240032	241501	-	1470	52	92	812	1047	1437	112	296
YER088W-B	V	335927	336073	+	147	0	0	0	0	0	0	0
YER086W	V	328477	330207	+	1731	934	1179	9631	11324	16675	1633	4283
YER188C-A	V	569608	569907	-	300	0	0	0	2	2	0	0
YER148W	V	465303	466025	+	723	129	110	745	1031	1468	144	318
YEL022W	V	111421	115800	+	4380	148	363	2723	3633	4988	482	1195
YEL001C	V	150301	150978	-	678	259	636	4140	4075	5714	647	1689
YER056C	V	266512	268113	-	1602	1158	1595	13315	17827	26587	2779	7728
YER087C-B	V	332582	332830	-	249	219	169	1345	1834	2436	337	784
YEL013W	V	128825	130561	+	1737	352	431	3190	4853	6590	835	1954
YER074W	V;V	306323;306792	306325;307196	+;+	408	1184	1173	11939	17405	26477	2394	6351
tE(UUC)E3	V	487331	487402	-	72	0	0	4	3	2	0	0
YER133W-A	V	437191	437532	+	342	0	6	18	15	37	2	7
YER119C-A	V	400867	401238	-	372	2	3	13	23	25	0	10
YEL063C	V	31694	33466	-	1773	407	616	4720	4705	6797	727	1877
YEL051W	V	58378	59148	+	771	310	404	2360	3486	5056	483	1206
YER190C-B	V	575680	576162	-	483	0	0	0	0	0	0	0
YEL061C	V	36535	39537	-	3003	32	115	627	988	1262	66	271
YER059W	V	272624	273886	+	1263	6	64	407	571	827	64	123
YER091C-A	V	342390	342611	-	222	0	12	8	2	1	0	0
YER140W	V	451565	453235	+	1671	14	118	474	615	912	96	229
YEL056W	V	47168	48373	+	1206	64	118	1046	1114	1640	125	370
YER084W-A	V	327598	328110	+	513	0	0	1	1	0	0	0
YER036C	V	223367	225199	-	1833	2248	1767	14309	21043	30792	3496	8693
YEL009C	V	138918	139763	-	846	3248	2815	19403	21325	30356	3752	10308
YER079C-A	V	319902	320240	-	339	0	0	0	2	4	0	0
YEL053W-A	V	52908	53255	+	348	1	0	12	23	35	2	9
tM(CAU)E	V	100133	100204	+	72	2	4	10	13	12	2	5
YEL030C-A	V	94583	94897	-	315	0	0	2	7	7	3	5
YEL014C	V	128303	128608	-	306	2	24	79	91	188	14	39
YER156C	V	483325	484341	-	1017	476	268	2418	2529	3916	424	1183
YER162C	V	500630	502894	-	2265	26	16	245	295	454	20	100
YER090W	V	337949	339472	+	1524	327	540	3936	3626	4977	401	1091
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	82	76	619	1047	1384	137	350
YER041W	V	232461	234740	+	2280	28	58	357	493	697	57	173
YER165C-A	V	512627	512983	-	357	3	3	84	124	118	23	30
YER097W	V	355140	355469	+	330	1	26	240	346	466	51	116
YER112W	V	387232	387795	+	564	0	102	431	683	952	74	142
YER090C-A	V	338322	338411	-	90	0	0	0	0	0	0	0
YER067C-A	V	292240	292563	-	324	0	0	0	0	1	0	1
snR67	V	61352	61433	+	82	6	85	383	1008	1523	137	255
tH(GUG)E1	V	207357	207428	+	72	0	0	12	11	19	5	4
YER174C	V	538434	539168	-	735	64	73	475	507	664	56	142
YER107W-A	V	374394	374714	+	321	0	7	58	114	166	9	44
YER026C	V	207644	208474	-	831	232	537	3264	3987	5628	671	1591
YER099C	V	358105	359061	-	957	96	174	1346	1771	2530	214	646
YEL048C	V	64709	65167	-	459	24	63	303	466	746	82	157
YEL070W	V	19589	21097	+	1509	4	14	90	101	174	2	30
YER025W	V	205251	206834	+	1584	1480	949	8703	10443	15478	1487	4039
YEL075W-A	V	4870	5481	+	612	0	0	1	2	8	0	1
YER126C	V	413394	414179	-	786	240	249	1448	2187	3126	209	700
tI(AAU)E1	V	443202	443275	-	74	2	0	0	5	4	0	1
YER182W	V	552525	553259	+	735	24	31	385	399	565	46	102
YER165W	V	510373	512106	+	1734	4818	2244	18338	22646	31486	3617	10251
YEL058W	V	43252	44925	+	1674	1400	816	5843	4222	6047	534	1610
YER060W-A	V	276572	278164	+	1593	44	50	535	792	1051	94	301
YER184C	V	556296	558680	-	2385	102	162	772	587	805	91	217
YEL012W	V;V	131772;131900	131776;132551	+;+	657	34	44	302	320	459	31	55
YEL020W-A	V	117211	117474	+	264	7	28	192	244	352	15	63
YER077C	V	314534	316600	-	2067	104	116	758	908	1170	106	269
YER039C	V	228456	229205	-	750	16	14	78	82	163	24	54
YER042W	V	234937	235491	+	555	26	102	631	987	1504	134	288
YER019W	V	192797	194230	+	1434	411	307	2884	3486	5298	485	1354
YER039C-A	V	229263	229481	-	219	2	0	61	80	141	10	16
YER058W	V	271768	272091	+	324	20	14	146	180	212	25	52
YER110C	V	378762	382103	-	3342	2636	3945	29626	39726	60036	7663	19429
YER135C	V	437952	438344	-	393	2	0	57	79	68	11	19
YEL023C	V	108504	110552	-	2049	74	64	348	432	568	42	152
YEL077C	V	264	4097	-	3834	73	50	508	507	866	61	197
tI(AAU)E2	V	551285	551358	-	74	2	0	12	13	17	4	6
YER001W	V	153520	155808	+	2289	183	378	2519	3368	4503	350	858
YEL020C	V	118617	120299	-	1683	76	156	726	803	1239	115	315
YEL044W	V	69757	70257	+	501	147	104	627	579	1002	54	207
YER180C	V	549724	550527	-	804	23	88	416	394	605	53	125
YER087W	V	330576	332306	+	1731	18	30	230	502	622	58	133
YER055C	V	264892	265785	-	894	783	565	4710	4545	6107	697	2045
tR(ACG)E	V	492352	492424	-	73	4	4	110	130	151	8	53
YER091C	V	339864	342167	-	2304	1000	1196	8224	7548	10226	1130	2762
YER138C	V	443756	449024	-	5269	0	0	12	14	22	1	4
YER137C-A	V	447702	449024	-	1323	0	0	0	0	0	0	0
YER159C-A	V	496802	498124	-	1323	0	0	0	0	0	0	0
YER160C	V	492856	498124	-	5269	0	47	507	508	758	36	111
YHR094C	VIII	290913	292625	-	1713	241	252	2188	724	1085	187	401
YHL031C	VIII	38815	39486	-	672	9	37	189	337	450	46	108
YHL002W	VIII	102612	103970	+	1359	32	66	709	878	1294	100	281
YHR219C-A	VIII	561199	561681	-	483	0	0	0	0	0	0	0
YHR045W	VIII	195551	197233	+	1683	92	172	1282	1261	1677	246	522
YHR084W	VIII	274174	276240	+	2067	73	226	1720	1738	2537	224	702
YHR126C	VIII	359702	360181	-	480	4	0	45	28	32	0	4
tS(AGA)H	VIII	133026	133107	-	82	0	0	2	5	5	2	0
YHR125W	VIII	358858	359163	+	306	0	10	10	11	24	4	0
YHR206W	VIII	512732	514600	+	1869	74	290	2688	2800	4099	337	894
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	12	16	333	341	517	28	94
YHR005C-A	VIII	115620	115901	-	282	24	143	808	1471	2280	150	441
YHR193C-A	VIII	488653	489027	-	375	0	0	0	2	3	0	0
YHR007C	VIII	120091	121683	-	1593	3648	3769	28663	41663	59938	6067	17058
YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0	0	0
YHR212W-A	VIII	538742	538945	+	204	0	0	0	0	0	0	0
YHR184W	VIII	472744	474459	+	1716	2	32	136	118	186	10	16
YHR132C	VIII	368502	369794	-	1293	188	456	3328	3352	4913	376	1070
YHR182C-A	VIII	470939	471412	-	474	0	0	1	2	0	0	1
YHR025W	VIII	159438	160511	+	1074	1614	1182	9779	14550	20847	1885	5750
YHR055C	VIII	214533	214718	-	186	0	0	0	0	0	0	0
YHR073W	VIII	242582	245572	+	2991	168	308	2808	2783	3927	431	990
YHL015W-A	VIII	74699	74782	+	84	0	0	40	43	44	1	12
YHR064C	VIII	225525	227141	-	1617	1529	2187	20704	22704	33745	2892	8082
YHL041W	VIII	17392	17841	+	450	0	10	13	10	6	3	0
YHR143W	VIII	385510	386487	+	978	31	310	3692	3980	5904	505	1447
YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0	0	0
YHL047C	VIII	8351	10213	-	1863	171	177	1707	1541	2423	154	324
YHR175W-A	VIII	453558	453707	+	150	0	18	16	121	129	13	71
YHR003C	VIII	110028	111317	-	1290	72	206	1100	1508	2119	147	427
YHL032C	VIII	36379	38508	-	2130	144	138	1381	1754	2530	214	592
YHR154W	VIII	402966	406178	+	3213	60	146	1048	1600	2106	182	420
YHR031C	VIII	170799	172970	-	2172	54	108	710	928	1268	119	253
YHL042W	VIII	15667	16119	+	453	36	52	201	193	297	20	42
YHR022C-A	VIII	151217	151306	-	90	0	0	35	68	71	6	33
YHR180C-B	VIII	466958	467062	-	105	0	0	0	0	0	0	0
YHR106W	VIII	325598	326626	+	1029	26	56	614	432	630	42	143
YHR186C	VIII	475999	480672	-	4674	210	343	2850	3094	4232	423	1021
YHL029C	VIII	45929	47968	-	2040	50	267	2410	2711	4189	417	1135
YHR048W	VIII	204607	206151	+	1545	22	68	575	764	1133	122	277
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	458	303	1589	2322	3161	232	608
YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0	0	0
YHR035W	VIII	178219	180111	+	1893	6	78	269	320	435	61	94
YHR165C	VIII	429707	436948	-	7242	462	979	7089	7166	10165	906	2395
YHL006C	VIII	98343	98795	-	453	40	18	205	284	366	15	95
YHL025W	VIII	54851	55849	+	999	135	82	837	864	1374	102	311
YHR172W	VIII	448335	450806	+	2472	28	66	400	612	953	84	227
YHR002W	VIII	108812	109885	+	1074	22	18	237	330	366	38	108
